"Collins_HG1" "Collins_HG2" "Collins_HG3" "Galbraith_Cuckoo" "Riordan_PJ1" "Riordan_PJ2" "Riordan_PJ3" "Riordan_PJ4" "Riordan_PJ5" "Rowling_HP1" "Rowling_HP2" "Rowling_HP3" "Rowling_HP4" "Rowling_HP5" "Rowling_HP6" "Rowling_HP7" "Rowling_Leopard"
"forget" 0.01259653304652 0.0128061154126524 0.0076458444835232 0.00674381592080063 0.0148693782312303 0.00706813683912921 0.00935303706474974 0.0101790379678116 0.00930088358394048 0.0249149776388076 0.00112574580659687 0.0125033491113691 0.00605831124574025 0.00824470277846484 0.0120679251788639 0.00786565461910567 0
"hidden" 0.00968964080501536 0.00394034320389306 0.0019114611208808 0.00674381592080063 0.00343139497643775 0 0 0.00226200843729147 0 0.0137032377013442 0.0135089496791624 0.0160757345717603 0.0100971854095671 0.00824470277846484 0.014941240697641 0.0260549809257875 0
"hoping" 0.0193792816100307 0.0108359438107059 0.00955730560440401 0.00876696069704081 0.00457519330191701 0.0113090189426067 0.00534459260842842 0.0101790379678116 0.0103343150932672 0.0137032377013442 0.00562872903298435 0.00535857819058676 0.00959232613908873 0.00674566590965305 0.0166652300089073 0.00786565461910567 0
"map" 0.000968964080501536 0.00492542900486632 0.0114687667252848 0.00404628955248038 0.0022875966509585 0 0 0.00339301265593721 0.0051671575466336 0.00498299552776151 0 0.0446548182548897 0.0262526820648744 0.00337283295482652 0.0143665775938856 0.00737405120541157 0.207576543850545
"police" 0 0 0.000955730560440401 0.0876696069704081 0.027451159811502 0.00989539157478089 0.00400844445632132 0.00226200843729147 0.00620058905596032 0 0.00112574580659687 0.000893096365097794 0.0055534519752619 0.00112427765160884 0.000574663103755423 0 0.155682407887909
"touch" 0.00872067672451382 0.0177315444175188 0.0133802278461656 0.00876696069704081 0.0022875966509585 0.00706813683912921 0.00801688891264263 0.0113100421864574 0.00310029452798016 0.0137032377013442 0.0101317122593718 0.00625167455568456 0.0111069039505238 0.00786994356126189 0.0097692727638422 0.0127816887560467 0
"wings" 0.00193792816100307 0.00394034320389306 0.014335958406606 0.00202314477624019 0.0205883698586265 0.00706813683912921 0.0106891852168568 0.0508951898390581 0.0144680411305741 0.00622874440970189 0.00788022064617809 0.0151826382066625 0.00454373343430519 0.00899422121287073 0.00114932620751085 0.00737405120541157 0
"breakfast" 0.014534461207523 0.00689560060681285 0.0124244972857252 0 0.0022875966509585 0.00706813683912921 0.00400844445632132 0.00565502109322868 0.0051671575466336 0.0137032377013442 0.0157604412923562 0.0125033491113691 0.0146409188438723 0.0123670541676973 0.0178145562164181 0.00245801706847052 0
"cannot" 0.00387585632200614 0.00591051480583959 0.0057343833626424 0.00269752636832025 0.00915038660383401 0.00282725473565168 0.0187060741294995 0.0248820928102062 0.0144680411305741 0.00498299552776151 0.00450298322638748 0.00267928909529338 0.00757288905717531 0.00899422121287073 0.0160905669051519 0.0167145160655996 0
"gasped" 0 0 0 0.00337190796040031 0.00571899162739626 0.00989539157478089 0.0227145185858208 0.0124410464051031 0.00620058905596032 0.0249149776388076 0.0135089496791624 0.0205412163972493 0.0131263410324372 0.0104932580816825 0.00919460966008677 0.00786565461910567 0
"thinks" 0.00581378448300921 0.0118210296116792 0.0210260723296888 0.0134876318416013 0.0022875966509585 0.00848176420695505 0.00668074076053553 0.00339301265593721 0.00413372603730688 0.00872024217358265 0.0101317122593718 0.00357238546039118 0.00858260759813202 0.0157398871225238 0.00689595724506508 0.0103236716875762 0
"tightly" 0.0116275689660184 0.0157613728155722 0.00955730560440401 0.00674381592080063 0.00343139497643775 0.00141362736782584 0.00400844445632132 0.00113100421864574 0.00206686301865344 0.00622874440970189 0.0112574580659687 0.0142895418415647 0.0126214817619589 0.0119922949504943 0.0114932620751085 0.0127816887560467 0
"warm" 0.0310068505760491 0.0197017160194653 0.0105130361648444 0.00876696069704081 0.0205883698586265 0.00706813683912921 0.012025333368964 0.0101790379678116 0.0113677466025939 0.00747449329164227 0.00675447483958122 0.00357238546039118 0.00504859270478354 0.00674566590965305 0.00632129414130966 0.00442443072324694 0
"wormtail" 0 0 0 0 0 0 0 0 0 0 0 0.00982406001607574 0.0661365644326644 0.00786994356126189 0.00402264172628796 0.0103236716875762 0.0518941359626362
"certainly" 0.00872067672451382 0.00591051480583959 0.0114687667252848 0.00674381592080063 0.0022875966509585 0.00282725473565168 0.00534459260842842 0.00339301265593721 0.00310029452798016 0.00996599105552303 0.0101317122593718 0.0169688309368581 0.0146409188438723 0.00936898043007368 0.0178145562164181 0.00884886144649388 0.0518941359626362
"fat" 0.00290689224150461 0.00197017160194653 0 0.00674381592080063 0.0102941849293133 0.00282725473565168 0.00133614815210711 0.00226200843729147 0.00413372603730688 0.0261607265207479 0.0146346954857593 0.025899794587836 0.0151457781143506 0.00899422121287073 0.0166652300089073 0.00245801706847052 0.363258951738454
"poor" 0.00678274856351075 0.00689560060681285 0.0057343833626424 0.0148363950257614 0.013725579905751 0.00848176420695505 0.00935303706474974 0.00565502109322868 0.0103343150932672 0.00996599105552303 0.00788022064617809 0.0125033491113691 0.00959232613908873 0.00899422121287073 0.0120679251788639 0.00786565461910567 0
"visit" 0.00484482040250768 0.00886577220875938 0.0066901139230828 0.0141620134336813 0.00571899162739626 0.00424088210347752 0.00801688891264263 0.0124410464051031 0.0144680411305741 0.00872024217358265 0.0112574580659687 0.0196481200321515 0.00757288905717531 0.00599614747524715 0.0132172513863747 0.00835725803279978 0
"worked" 0.00775171264401229 0.0118210296116792 0.00860157504396361 0.00944134228912088 0.00571899162739626 0.00989539157478089 0.00668074076053553 0.0203580759356232 0.00620058905596032 0.00872024217358265 0.0123832038725656 0.00535857819058676 0.017165215196264 0.00674566590965305 0.0074706203488205 0.00884886144649388 0
"artemis" 0 0 0 0 0.00457519330191701 0.00424088210347752 0.219128296945565 0.00678602531187441 0.0134346096212474 0 0 0 0 0 0 0 0
"couldn^t" 0 0.0325078314321177 0 0 0.0972228576657364 0 0.0948665187996045 0 0 0 0 0 0 0 0 0 0.0518941359626362
"early" 0.00968964080501536 0.00985085800973265 0.0105130361648444 0.0256265004990424 0.00571899162739626 0.00424088210347752 0.00534459260842842 0.00452401687458294 0.00620058905596032 0.00498299552776151 0.0101317122593718 0.00803786728588015 0.00908746686861038 0.0116175357332914 0.00689595724506508 0.00737405120541157 0.0518941359626362
"strong" 0.0184103175295292 0.0197017160194653 0.00955730560440401 0.0053950527366405 0.00915038660383401 0.0155499010460843 0.00935303706474974 0.0203580759356232 0.00723402056528704 0.00373724664582114 0.00450298322638748 0.00982406001607574 0.0121166224914805 0.00599614747524715 0.00632129414130966 0.00639084437802336 0
"boys" 0.00968964080501536 0.00492542900486632 0.000955730560440401 0.00472067114456044 0.00915038660383401 0.00282725473565168 0.0133614815210711 0.00113100421864574 0.00103343150932672 0.0199319821110461 0.0123832038725656 0.0116102527462713 0.0186797930076991 0.00824470277846484 0.0183892193201735 0.00639084437802336 0
"brain" 0.00872067672451382 0.00886577220875938 0.0114687667252848 0.00134876318416013 0.0217321681841058 0.0127226463104326 0.00668074076053553 0.0101790379678116 0.0155014726399008 0.00249149776388076 0.00675447483958122 0.00625167455568456 0.00605831124574025 0.0164894055569297 0.00861994655633135 0.00688244779171747 0
"effie" 0.0833309109231321 0.0906278936895404 0.0105130361648444 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"lesson" 0.00193792816100307 0.00295525740291979 0 0.00202314477624019 0.0022875966509585 0.00282725473565168 0.00133614815210711 0.00226200843729147 0.00206686301865344 0.00872024217358265 0.0146346954857593 0.0285790836831294 0.0201943708191342 0.0176136832085385 0.018963882423929 0 0
"meeting" 0.00387585632200614 0.0108359438107059 0.0172031500879272 0.0141620134336813 0.00457519330191701 0.00282725473565168 0.00935303706474974 0.00791702953052015 0.00413372603730688 0.00622874440970189 0.00562872903298435 0.00535857819058676 0.0065631705162186 0.0228603122493798 0.00861994655633135 0.00294962048216463 0
"security" 0.00290689224150461 0.00394034320389306 0.0114687667252848 0.0384397507485636 0.0171569748821888 0.00989539157478089 0.0160337778252853 0.00452401687458294 0.00723402056528704 0.00249149776388076 0.00112574580659687 0.00803786728588015 0.00353401489334848 0.00562138825804421 0.0160905669051519 0.00245801706847052 0.0518941359626362
"business" 0.00678274856351075 0.00689560060681285 0.00955730560440401 0.0263008820911224 0.0125817815802718 0.00706813683912921 0.00668074076053553 0.00678602531187441 0.00826745207461375 0.0124574888194038 0.0123832038725656 0.00625167455568456 0.00252429635239177 0.00899422121287073 0.0137919144901302 0.00442443072324694 0
"goes" 0.039727527300563 0.0305376598301712 0.033450569615414 0.00472067114456044 0.00571899162739626 0.00565450947130336 0.00668074076053553 0.00452401687458294 0.00103343150932672 0.0137032377013442 0.00450298322638748 0.00625167455568456 0.00454373343430519 0.00262331452042063 0.00632129414130966 0.00294962048216463 0
"sounds" 0.014534461207523 0.0206868018204386 0.014335958406606 0.00674381592080063 0.00800658827835476 0.00424088210347752 0.00935303706474974 0.0124410464051031 0.0113677466025939 0.00373724664582114 0.00788022064617809 0.00803786728588015 0.00605831124574025 0.00899422121287073 0.0114932620751085 0.00639084437802336 0
"twenty" 0.0135654971270215 0.00985085800973265 0.00860157504396361 0.0128132502495212 0.0102941849293133 0.00989539157478089 0.00935303706474974 0.00678602531187441 0.0175683356585542 0.00996599105552303 0.0101317122593718 0.0125033491113691 0.0100971854095671 0.00712042512685599 0.00517196793379881 0.00540763755063515 0
"albus" 0 0 0 0 0 0 0 0 0 0.0149489865832845 0.00788022064617809 0.00446548182548897 0.00959232613908873 0.00412235138923242 0.0103439358675976 0.056534392574822 0
"ball" 0.0106586048855169 0.00394034320389306 0.004778652802202 0.000674381592080063 0.0285949581369813 0.0183771557817359 0.012025333368964 0.00339301265593721 0.00620058905596032 0.0161947354652249 0.00225149161319374 0.0142895418415647 0.0212040893600909 0.00824470277846484 0.00229865241502169 0.00540763755063515 0
"i^ll" 0.000968964080501536 0.0807770356798077 0 0 0.0674841012032758 0 0.0601266668448198 0 0 0 0 0 0 0 0 0 0
"knocked" 0.00290689224150461 0.00492542900486632 0.004778652802202 0.00741819751288069 0.00686278995287551 0.0183771557817359 0.0146976296731782 0.00791702953052015 0.00930088358394048 0.0224234798749268 0.0180119329055499 0.0116102527462713 0.00706802978669696 0.00974373964727662 0.0114932620751085 0.00491603413694105 0
"angrily" 0.000968964080501536 0.00197017160194653 0.000955730560440401 0 0.00343139497643775 0 0 0.00113100421864574 0.00206686301865344 0.00872024217358265 0.0146346954857593 0.0125033491113691 0.0161554966553073 0.0254836267698004 0.0195385455276844 0.00393282730955284 0
"arts" 0 0 0 0 0 0.00282725473565168 0 0.00113100421864574 0 0.00996599105552303 0.0157604412923562 0.0223274091274449 0.0126214817619589 0.0194874792945532 0.0229865241502169 0.00884886144649388 0
"landed" 0.00484482040250768 0.00295525740291979 0.0057343833626424 0.00202314477624019 0.00800658827835476 0.00565450947130336 0.0187060741294995 0.0135720506237488 0.0155014726399008 0.0137032377013442 0.0101317122593718 0.0116102527462713 0.00706802978669696 0.0104932580816825 0.0137919144901302 0.00835725803279978 0
"sighed" 0 0 0 0.00337190796040031 0.0160131765567095 0.0254452926208651 0.0320675556505705 0.021489080154269 0.0227354932051878 0.00996599105552303 0.00675447483958122 0.00893096365097794 0.00454373343430519 0.00936898043007368 0.00689595724506508 0.00639084437802336 0
"speaking" 0.00193792816100307 0.00689560060681285 0.00860157504396361 0.0141620134336813 0.00343139497643775 0.00424088210347752 0.00400844445632132 0.00226200843729147 0.00310029452798016 0.00747449329164227 0.0157604412923562 0.0107171563811735 0.0116117632210021 0.0104932580816825 0.0183892193201735 0.00835725803279978 0
"voices" 0.00581378448300921 0.00788068640778612 0.0057343833626424 0.00472067114456044 0.00457519330191701 0.0141362736782584 0.00534459260842842 0.0180960674983318 0.00310029452798016 0.00622874440970189 0.0101317122593718 0.0178619273019559 0.0111069039505238 0.0134913318193061 0.00517196793379881 0.00983206827388209 0
"wore" 0.00193792816100307 0.00591051480583959 0.0019114611208808 0.010790105473281 0.0251635631605435 0.0226180378852135 0.0146976296731782 0.0316681181220806 0.0320363767891283 0.00622874440970189 0.00562872903298435 0.00178619273019559 0.00454373343430519 0.00449711060643536 0.00459730483004339 0.00491603413694105 0
"charm" 0.00193792816100307 0 0 0.00269752636832025 0 0.00141362736782584 0 0 0.00723402056528704 0.00373724664582114 0.0157604412923562 0.0116102527462713 0.0146409188438723 0.014240850253712 0.0097692727638422 0.0275297911668699 0
"elf" 0 0 0 0 0 0 0 0 0 0 0.0213891703253405 0 0.0272624006058311 0.0161146463397267 0.00517196793379881 0.0290046014079522 0
"fucking" 0 0 0 0.124086212942732 0 0 0 0 0 0 0 0 0 0 0 0 0
"lead" 0.00484482040250768 0.0157613728155722 0.014335958406606 0.00404628955248038 0.0148693782312303 0.0127226463104326 0.00801688891264263 0.0271441012474977 0.0175683356585542 0.0112117399374634 0.00900596645277496 0.00803786728588015 0.00757288905717531 0.00599614747524715 0.00114932620751085 0.00688244779171747 0
"mirror" 0.00581378448300921 0.00591051480583959 0.0066901139230828 0.0114644870653611 0.0022875966509585 0.00989539157478089 0.00400844445632132 0.00339301265593721 0 0.0585501974511978 0.0123832038725656 0.00357238546039118 0.00403887416382683 0.00749518434405894 0.00574663103755423 0.0162229126519055 0
"president" 0.00678274856351075 0.0916129794905136 0.0688126003517088 0 0 0 0.00534459260842842 0.00113100421864574 0.00206686301865344 0.00249149776388076 0 0 0 0 0.00172398931126627 0 0
"charlie" 0 0 0.0019114611208808 0.0424860403010439 0 0.00141362736782584 0 0 0.00723402056528704 0.0286522242846287 0.00450298322638748 0.000893096365097794 0.0292818376877445 0.00187379608601474 0.00229865241502169 0.00737405120541157 0
"check" 0.00968964080501536 0.00985085800973265 0.0076458444835232 0.0155107766178414 0.0125817815802718 0.00848176420695505 0.00534459260842842 0.00791702953052015 0.00723402056528704 0.00249149776388076 0.0112574580659687 0.00893096365097794 0.00757288905717531 0.00974373964727662 0.0097692727638422 0.00835725803279978 0
"em" 0 0 0 0.0101157238812009 0.0285949581369813 0.00282725473565168 0 0.00113100421864574 0.00206686301865344 0.0161947354652249 0.00225149161319374 0.0142895418415647 0.017165215196264 0.0161146463397267 0.00459730483004339 0.0108152751012703 0
"growled" 0 0 0 0.00134876318416013 0.0114379832547925 0.0197907831495618 0.0213783704337137 0.0260130970288519 0.0248023562238413 0.00872024217358265 0.00788022064617809 0.00893096365097794 0.0151457781143506 0.00899422121287073 0.00229865241502169 0.00589924096432926 0
"tomorrow" 0.0280999583345445 0.00689560060681285 0.00955730560440401 0.00809257910496075 0.00457519330191701 0.00989539157478089 0.012025333368964 0.00339301265593721 0.00413372603730688 0.0124574888194038 0.00562872903298435 0.0116102527462713 0.00706802978669696 0.0123670541676973 0.00804528345257593 0.00442443072324694 0
"wondering" 0.00290689224150461 0.00788068640778612 0.0114687667252848 0.0101157238812009 0.00686278995287551 0.00706813683912921 0.00400844445632132 0.00565502109322868 0.00723402056528704 0.0149489865832845 0.0101317122593718 0.0125033491113691 0.00858260759813202 0.0101184988644796 0.010918598971353 0.0103236716875762 0
"forgotten" 0.00484482040250768 0.00492542900486632 0.0019114611208808 0.00809257910496075 0.00800658827835476 0.00848176420695505 0.0106891852168568 0.00452401687458294 0.00826745207461375 0.0211777309929864 0.0157604412923562 0.0116102527462713 0.0065631705162186 0.00861946199566778 0.0143665775938856 0.00983206827388209 0
"surely" 0.0135654971270215 0.0177315444175188 0.0133802278461656 0.00741819751288069 0.00343139497643775 0.00424088210347752 0.00133614815210711 0.00113100421864574 0.00413372603730688 0.00373724664582114 0.0101317122593718 0.00625167455568456 0.0121166224914805 0.00786994356126189 0.0137919144901302 0.0122900853423526 0
"tower" 0.00193792816100307 0 0 0 0 0 0.00133614815210711 0.00452401687458294 0.00206686301865344 0.0161947354652249 0.0180119329055499 0.0357238546039118 0.0126214817619589 0.0104932580816825 0.0160905669051519 0.0113068785149644 0
"nervous" 0.00678274856351075 0.00394034320389306 0.0038229222417616 0.00809257910496075 0.0125817815802718 0.0155499010460843 0.0160337778252853 0.0158340590610403 0.0144680411305741 0.0174404843471653 0.00900596645277496 0.00714477092078235 0.00959232613908873 0.00899422121287073 0.00459730483004339 0.00540763755063515 0
"training" 0.041665455461566 0.0374332604369841 0.0267604556923312 0.00134876318416013 0.00915038660383401 0.00848176420695505 0.00534459260842842 0.00226200843729147 0.00620058905596032 0.00747449329164227 0.0101317122593718 0.00446548182548897 0.00201943708191342 0.00562138825804421 0.00172398931126627 0.000983206827388209 0
"army" 0 0.000985085800973265 0.004778652802202 0.0195570661703218 0.00800658827835476 0.00282725473565168 0.0227145185858208 0.0248820928102062 0.0651061850875833 0 0 0 0.000504859270478354 0.00562138825804421 0.00229865241502169 0.00688244779171747 0
"drive" 0.00484482040250768 0.000985085800973265 0.0028671916813212 0.00944134228912088 0.00686278995287551 0.00565450947130336 0.0173699259773924 0.00565502109322868 0.00723402056528704 0.0249149776388076 0.00788022064617809 0.0107171563811735 0.0106020446800454 0.0119922949504943 0.00574663103755423 0.00786565461910567 0.207576543850545
"gives" 0.0339137428175538 0.0551648048545028 0.0449193363406988 0.00404628955248038 0.00114379832547925 0.00424088210347752 0 0.00226200843729147 0.00206686301865344 0.00498299552776151 0.00225149161319374 0.000893096365097794 0.00100971854095671 0.00149903686881179 0.00402264172628796 0.00393282730955284 0
"helped" 0.00775171264401229 0.00295525740291979 0.000955730560440401 0.0134876318416013 0.00571899162739626 0.00424088210347752 0.0173699259773924 0.0237510885915604 0.0134346096212474 0.00622874440970189 0.00450298322638748 0.0107171563811735 0.0126214817619589 0.00562138825804421 0.00861994655633135 0.00786565461910567 0.0518941359626362
"nervously" 0.000968964080501536 0 0 0.000674381592080063 0.0148693782312303 0.0127226463104326 0.0187060741294995 0.021489080154269 0.0134346096212474 0.0137032377013442 0.0191376787121468 0.0151826382066625 0.0100971854095671 0.00824470277846484 0.00919460966008677 0.00294962048216463 0.0518941359626362
"party" 0.00193792816100307 0.0118210296116792 0.0057343833626424 0.0114644870653611 0.00457519330191701 0.0141362736782584 0.00668074076053553 0.0124410464051031 0.0227354932051878 0.00249149776388076 0.0135089496791624 0.00803786728588015 0.00757288905717531 0.00224855530321768 0.0224118610464615 0.00393282730955284 0
"portrait" 0 0 0.000955730560440401 0.00269752636832025 0 0 0 0 0.00310029452798016 0.0174404843471653 0.0112574580659687 0.0214343127623471 0.00706802978669696 0.0161146463397267 0.0229865241502169 0.0127816887560467 0.0518941359626362
"screaming" 0.0106586048855169 0.00985085800973265 0.00955730560440401 0.0148363950257614 0.0125817815802718 0.0169635284139101 0.00534459260842842 0.00226200843729147 0.00413372603730688 0.00498299552776151 0.00337723741979061 0.0205412163972493 0.0116117632210021 0.00562138825804421 0.00287331551877712 0.0103236716875762 0
"conversation" 0.00678274856351075 0.0128061154126524 0.0172031500879272 0.0148363950257614 0.00915038660383401 0.00424088210347752 0.00935303706474974 0.00565502109322868 0.00413372603730688 0 0.00225149161319374 0.00714477092078235 0.0111069039505238 0.00936898043007368 0.0155159038013964 0.00393282730955284 0
"earth" 0.0116275689660184 0.00886577220875938 0.00955730560440401 0.00337190796040031 0.0102941849293133 0.00424088210347752 0.00935303706474974 0.0260130970288519 0.00206686301865344 0.0137032377013442 0.0101317122593718 0.00714477092078235 0.00706802978669696 0.0104932580816825 0.00402264172628796 0.0108152751012703 0
"mist" 0 0.00394034320389306 0.000955730560440401 0.00202314477624019 0.0240197648350643 0.0212044105173876 0.0440928890195345 0.0271441012474977 0.0310029452798016 0.00124574888194038 0.00337723741979061 0.00714477092078235 0.00504859270478354 0.00224855530321768 0.00517196793379881 0.00540763755063515 0
"reckon" 0 0 0 0.00202314477624019 0 0 0 0.00226200843729147 0 0.00872024217358265 0.00562872903298435 0.0205412163972493 0.0227186671715259 0.0164894055569297 0.00804528345257593 0.0176977228929878 0
"wave" 0.00581378448300921 0.0236420592233584 0.0305833779340928 0.00404628955248038 0.0125817815802718 0.0183771557817359 0.00668074076053553 0.00791702953052015 0.00930088358394048 0.00498299552776151 0.00562872903298435 0.00803786728588015 0.00757288905717531 0.00562138825804421 0.00459730483004339 0.00491603413694105 0
"battle" 0.00290689224150461 0.00295525740291979 0.0114687667252848 0.00202314477624019 0.0114379832547925 0.0113090189426067 0.0200422222816066 0.0180960674983318 0.0568387330129696 0.00373724664582114 0.00112574580659687 0.00357238546039118 0.00201943708191342 0.00299807373762358 0.00517196793379881 0.0117984819286585 0
"climbed" 0.00581378448300921 0 0.000955730560440401 0.00404628955248038 0.00915038660383401 0.00848176420695505 0.00668074076053553 0.00452401687458294 0.00930088358394048 0.0186862332291057 0.0135089496791624 0.0267928909529338 0.0126214817619589 0.0063709066924501 0.00632129414130966 0.0113068785149644 0
"eater" 0 0 0 0 0 0.00424088210347752 0 0 0 0 0 0 0.0136312003029156 0.0157398871225238 0.0247105134614832 0.0309710150627286 0
"garden" 0.00484482040250768 0.000985085800973265 0.0019114611208808 0.0101157238812009 0.0240197648350643 0.00141362736782584 0.0160337778252853 0.016965063279686 0.0051671575466336 0.00747449329164227 0.0157604412923562 0.00803786728588015 0.0055534519752619 0.00299807373762358 0.0097692727638422 0.0176977228929878 0
"questions" 0.0116275689660184 0.00689560060681285 0.00955730560440401 0.0188826845782418 0.00800658827835476 0.00706813683912921 0.00534459260842842 0.0124410464051031 0.00310029452798016 0.0174404843471653 0.00788022064617809 0.00178619273019559 0.00504859270478354 0.0116175357332914 0.00632129414130966 0.00786565461910567 0
"using" 0.00387585632200614 0.0118210296116792 0.014335958406606 0.0053950527366405 0.00915038660383401 0.00565450947130336 0.00534459260842842 0.0124410464051031 0.0124011781119206 0.00124574888194038 0.00675447483958122 0.00982406001607574 0.0106020446800454 0.00824470277846484 0.0126425882826193 0.00835725803279978 0
"careful" 0.014534461207523 0.00689560060681285 0.0066901139230828 0.00674381592080063 0.00686278995287551 0.00848176420695505 0.0133614815210711 0.0158340590610403 0.0113677466025939 0.0124574888194038 0.0101317122593718 0.00625167455568456 0.00504859270478354 0.00824470277846484 0.0114932620751085 0.00639084437802336 0
"distance" 0.0193792816100307 0.0197017160194653 0.004778652802202 0.00741819751288069 0.0160131765567095 0.0155499010460843 0.00668074076053553 0.00904803374916588 0.0113677466025939 0.00498299552776151 0.00562872903298435 0.00446548182548897 0.00454373343430519 0.00674566590965305 0.00574663103755423 0.00983206827388209 0.0518941359626362
"final" 0.0193792816100307 0.0226569734223851 0.0105130361648444 0.0101157238812009 0.00457519330191701 0.00706813683912921 0.00400844445632132 0.0101790379678116 0.0113677466025939 0 0.00562872903298435 0.0125033491113691 0.00605831124574025 0.00562138825804421 0.00919460966008677 0.00688244779171747 0
"grass" 0.00290689224150461 0.00788068640778612 0.0028671916813212 0.00134876318416013 0.0148693782312303 0.0197907831495618 0.0173699259773924 0.0113100421864574 0.0113677466025939 0.00996599105552303 0.00788022064617809 0.0169688309368581 0.00908746686861038 0.00749518434405894 0.0074706203488205 0.00688244779171747 0.0518941359626362
"river" 0 0 0.000955730560440401 0.00404628955248038 0.0285949581369813 0.0169635284139101 0.0240506667379279 0.0395851476526007 0.0609724590502764 0 0 0 0 0 0.00287331551877712 0.00786565461910567 0
"tight" 0.00872067672451382 0.00985085800973265 0.0105130361648444 0.0134876318416013 0.00686278995287551 0.00565450947130336 0.00267229630421421 0.00452401687458294 0.00826745207461375 0.00996599105552303 0.00450298322638748 0.0151826382066625 0.00504859270478354 0.00899422121287073 0.00574663103755423 0.0147481024108231 0
"saved" 0.00775171264401229 0.00591051480583959 0.00955730560440401 0.00337190796040031 0.00686278995287551 0.0169635284139101 0.012025333368964 0.0135720506237488 0.0206686301865344 0.00622874440970189 0.00788022064617809 0.0107171563811735 0.00403887416382683 0.00712042512685599 0.0074706203488205 0.0117984819286585 0
"single" 0.00484482040250768 0.00394034320389306 0.0114687667252848 0.010790105473281 0.00457519330191701 0.00565450947130336 0.00668074076053553 0.0101790379678116 0.0113677466025939 0.0112117399374634 0.00675447483958122 0.00982406001607574 0.00908746686861038 0.00899422121287073 0.0097692727638422 0.0103236716875762 0
"square" 0.014534461207523 0.0492542900486632 0.0305833779340928 0.0053950527366405 0.0022875966509585 0.00282725473565168 0.00133614815210711 0.00452401687458294 0.00413372603730688 0.00249149776388076 0.00225149161319374 0.00535857819058676 0.00353401489334848 0.00674566590965305 0.00402264172628796 0.00786565461910567 0
"weird" 0.000968964080501536 0.00591051480583959 0.0028671916813212 0.0053950527366405 0.0308825547879398 0.0240316652530393 0.0160337778252853 0.0339301265593721 0.00930088358394048 0.00249149776388076 0.00675447483958122 0.00893096365097794 0.00807774832765367 0.00374759217202947 0.00344797862253254 0.00639084437802336 0
"hiding" 0.0106586048855169 0.00197017160194653 0.0028671916813212 0.0053950527366405 0.00457519330191701 0.00706813683912921 0.00534459260842842 0.00565502109322868 0.00826745207461375 0.00872024217358265 0.00900596645277496 0.0151826382066625 0.00858260759813202 0.00936898043007368 0.00804528345257593 0.0181893263066819 0
"opposite" 0.00678274856351075 0.00197017160194653 0.0019114611208808 0.0128132502495212 0.00800658827835476 0.00424088210347752 0.00534459260842842 0.00565502109322868 0.00620058905596032 0.0112117399374634 0.00788022064617809 0.0116102527462713 0.00858260759813202 0.014240850253712 0.0097692727638422 0.00884886144649388 0.0518941359626362
"rain" 0.0174413534490276 0.0108359438107059 0.0105130361648444 0.00674381592080063 0.0251635631605435 0.00565450947130336 0.00935303706474974 0.00226200843729147 0.00310029452798016 0.00498299552776151 0.0101317122593718 0.0169688309368581 0.00605831124574025 0.00861946199566778 0.00114932620751085 0.00688244779171747 0.207576543850545
"um" 0.00193792816100307 0 0.000955730560440401 0.00134876318416013 0.022875966509585 0.0254452926208651 0.0293952593463563 0.0147030548423946 0.0496047124476825 0.00124574888194038 0.00225149161319374 0.000893096365097794 0.000504859270478354 0.014240850253712 0.00287331551877712 0.000491603413694105 0
"bathroom" 0.00290689224150461 0.00394034320389306 0.00860157504396361 0.0202314477624019 0.0114379832547925 0.00282725473565168 0.00668074076053553 0 0.00310029452798016 0.00622874440970189 0.0382753574242936 0.00178619273019559 0.00959232613908873 0.000749518434405894 0.0183892193201735 0.00540763755063515 0.155682407887909
"bellowed" 0 0 0 0.00404628955248038 0.00457519330191701 0.0212044105173876 0.00400844445632132 0.0135720506237488 0.018601767167881 0.00622874440970189 0.00675447483958122 0.00893096365097794 0.00858260759813202 0.0108680172988855 0.0114932620751085 0.014256498997129 0
"creatures" 0.00387585632200614 0.00492542900486632 0.0019114611208808 0 0.00343139497643775 0.00424088210347752 0 0.00339301265593721 0.0051671575466336 0.00249149776388076 0.00675447483958122 0.0267928909529338 0.0232235264420043 0.0146156094709149 0.00861994655633135 0.00540763755063515 0
"joined" 0.000968964080501536 0.00295525740291979 0.0019114611208808 0.00741819751288069 0.00343139497643775 0.00565450947130336 0.00801688891264263 0.00452401687458294 0.00310029452798016 0.0124574888194038 0.0101317122593718 0.0125033491113691 0.0100971854095671 0.00899422121287073 0.0166652300089073 0.0152397058245172 0
"potions" 0 0 0 0 0 0 0 0 0 0.0186862332291057 0.0225149161319374 0.00982406001607574 0.00858260759813202 0.014240850253712 0.0390770910553688 0.00245801706847052 0
"seamus" 0 0 0 0 0 0 0 0 0 0.0249149776388076 0.0180119329055499 0.0160757345717603 0.0136312003029156 0.0217360345977709 0.0132172513863747 0.00589924096432926 0
"stuck" 0.00581378448300921 0 0.000955730560440401 0.00606943432872056 0.0148693782312303 0.0183771557817359 0.0160337778252853 0.0158340590610403 0.0113677466025939 0.0112117399374634 0.00562872903298435 0.00982406001607574 0.00605831124574025 0.0112427765160884 0.00517196793379881 0.00934046486018799 0
